353,222,46190,2,1
354,222,46207,2,1
355,222,46037,2,1
356,222,46190,9,
357,221,46063,2,1
358,221,46063,2,5
359,221,46066,3,
360,221,46063,9,
361,225,46074,2,1
362,225,46063,3,
363,225,46074,2,1
364,225,46077,3,
365,225,46144,2,1
366,225,46068,3,
367,225,46144,2,1
368,225,46195,2,5
369,225,46127,3,
370,225,46046,3,
371,225,46063,2,5
372,225,46063,9,
373,238,46272,9,
374,230,46094,2,1
375,230,46190,3,
376,230,46186,2,5
377,230,46186,9,
378,230,46052,3,
379,253,46077,3,
380,253,46063,2,5
381,253,46063,2,1
382,253,46063,2,1
383,253,46357,3,
384,253,46106,2,1
385,253,46063,9,
386,235,46037,7,
387,235,46067,7,
388,235,46053,2,1
389,235,46118,9,
390,252,46077,12,
391,252,46202,2,1
392,252,46135,3,
393,252,46345,2,1
394,252,46357,3,
395,252,46376,9,
396,229,46140,2,1
397,229,46297,9,
398,251,46052,2,1
399,251,46094,3,
400,251,46052,9,
401,246,46118,2,1
402,246,46037,3,
403,246,46037,9,
404,232,46274,9,
405,239,46112,12,
406,239,46045,2,1
407,239,46045,9,
408,249,46052,15,
409,249,46207,2,1
410,249,46092,2,1
411,249,46094,9,
412,247,46037,2,1
413,247,46048,2,5
414,247,46041,3,
415,247,46048,9,
416,227,46210,12,
417,227,46091,12,
418,227,46160,9,
419,250,46150,2,5
420,250,46214,3,
421,250,46150,9,
422,233,46297,12,
423,233,46197,2,1
424,233,46197,9,
425,237,46106,2,1
426,237,46074,3,
427,237,46127,9,
428,245,46171,9,
429,254,46270,2,1
430,254,46150,12,
443,255,46034,2,1
444,255,46077,3,
445,255,46034,9,
446,256,46288,3,
447,256,46190,2,1
448,256,46288,2,1
449,256,46288,9,
450,257,46147,2,1
451,257,46163,9,
452,258,46066,2,1
453,258,46253,3,
454,258,46178,12,
455,258,46094,2,5
456,258,46288,3,
457,258,46045,2,5
458,258,46345,3,
459,258,46063,2,1
460,258,46045,2,1
461,258,46162,2,1
462,258,46190,3,
463,258,46045,9,
464,259,46110,3,
465,259,46110,2,1
466,259,46037,2,1
467,259,46110,9,
468,260,46056,2,5
469,260,46106,2,1
470,260,46127,12,
471,260,46046,12,
472,260,46106,2,1
473,260,46063,3,
474,260,46074,2,1
475,260,46074,9,
476,261,46037,2,1
477,261,46207,2,1
478,261,46190,3,
479,261,46052,2,1
480,261,46207,3,
481,261,46052,9,
482,262,46034,2,5
483,262,46077,3,
484,262,46074,12,
485,262,46063,2,5
486,262,46074,3,
